Casos,Tamaño 10,Tamaño 20,Tamaño 30,Tamaño 40,Tamaño 50,Tamaño 60,Tamaño 70,Tamaño 80,Tamaño 90,Tamaño 100,Tamaño 110,Tamaño 120,Tamaño 130,Tamaño 140,Tamaño 150,Tamaño 160,Tamaño 170,Tamaño 180,Tamaño 190,Tamaño 200,Tamaño 210,Tamaño 220,Tamaño 230,Tamaño 240,Tamaño 250,Tamaño 260,Tamaño 270,Tamaño 280,Tamaño 290,Tamaño 300,Tamaño 310,Tamaño 320,Tamaño 330,Tamaño 340,Tamaño 350,Tamaño 360,Tamaño 370,Tamaño 380,Tamaño 390,Tamaño 400,Tamaño 410,Tamaño 420,Tamaño 430,Tamaño 440,Tamaño 450,Tamaño 460,Tamaño 470,Tamaño 480,Tamaño 490,Tamaño 500,Tamaño 510,Tamaño 520,Tamaño 530,Tamaño 540,Tamaño 550,Tamaño 560,Tamaño 570,Tamaño 580,Tamaño 590,Tamaño 600,Tamaño 610,Tamaño 620,Tamaño 630,Tamaño 640,Tamaño 650,Tamaño 660,Tamaño 670,Tamaño 680,Tamaño 690,Tamaño 700,Tamaño 710,Tamaño 720,Tamaño 730,Tamaño 740,Tamaño 750,Tamaño 760,Tamaño 770,Tamaño 780,Tamaño 790,Tamaño 800,Tamaño 810,Tamaño 820,Tamaño 830,Tamaño 840,Tamaño 850,Tamaño 860,Tamaño 870,Tamaño 880,Tamaño 890,Tamaño 900,Tamaño 910,Tamaño 920,Tamaño 930,Tamaño 940,Tamaño 950,Tamaño 960,Tamaño 970,Tamaño 980,Tamaño 990,Tamaño 1000
Caso 21,0.0000002,0.0000006,0.0000009,0.0000014,0.0000016,0.0000021,0.0000028,0.0000035,0.0000045,0.0000055,0.0000063,0.0000080,0.0000092,0.0000104,0.0000151,0.0000166,0.0000193,0.0000221,0.0000186,0.0000208,0.0000348,0.0000367,0.0000413,0.0000435,0.0000469,0.0000500,0.0000551,0.0000406,0.0000432,0.0000575,0.0000494,0.0000524,0.0000671,0.0000727,0.0000625,0.0000670,0.0000703,0.0000729,0.0000883,0.0000827,0.0000899,0.0000912,0.0000954,0.0001002,0.0001271,0.0001159,0.0001124,0.0001168,0.0001473,0.0001543,0.0001600,0.0001368,0.0001686,0.0001775,0.0001836,0.0001589,0.0001960,0.0001693,0.0001796,0.0001813,0.0001888,0.0001944,0.0002032,0.0002443,0.0002152,0.0002229,0.0002714,0.0002349,0.0002862,0.0002479,0.0002993,0.0002605,0.0003680,0.0003398,0.0002826,0.0002893,0.0003535,0.0003037,0.0003123,0.0003700,0.0003988,0.0003988,0.0003391,0.0004077,0.0005401,0.0005604,0.0004388,0.0003809,0.0003902,0.0004346,0.0004078,0.0004987,0.0004262,0.0007237,0.0007472,0.0006840,0.0004772,0.0004744,0.0006659,0.0004953,
Caso 22,0.0000002,0.0000006,0.0000008,0.0000013,0.0000017,0.0000021,0.0000028,0.0000036,0.0000059,0.0000070,0.0000067,0.0000105,0.0000094,0.0000102,0.0000122,0.0000172,0.0000153,0.0000173,0.0000250,0.0000274,0.0000292,0.0000338,0.0000284,0.0000536,0.0000350,0.0000371,0.0000407,0.0000428,0.0000443,0.0000471,0.0000499,0.0000529,0.0000562,0.0000569,0.0000609,0.0000649,0.0000687,0.0000726,0.0000754,0.0000782,0.0001011,0.0000862,0.0000893,0.0000924,0.0001181,0.0001002,0.0001036,0.0001085,0.0001134,0.0001438,0.0001229,0.0001450,0.0001312,0.0001364,0.0001747,0.0001477,0.0001570,0.0002743,0.0002459,0.0001722,0.0002657,0.0001859,0.0001885,0.0002583,0.0003142,0.0002079,0.0003695,0.0002136,0.0002181,0.0002186,0.0003275,0.0003057,0.0002536,0.0003537,0.0003628,0.0003855,0.0004812,0.0004459,0.0003449,0.0003408,0.0003343,0.0003460,0.0003532,0.0003425,0.0003891,0.0006213,0.0006216,0.0006028,0.0006556,0.0003938,0.0004019,0.0006294,0.0004305,0.0004406,0.0004509,0.0006202,0.0006162,0.0008182,0.0008053,0.0007678,
Caso 23,0.0000004,0.0000007,0.0000012,0.0000018,0.0000025,0.0000038,0.0000049,0.0000060,0.0000079,0.0000094,0.0000114,0.0000129,0.0000147,0.0000174,0.0000197,0.0000243,0.0000260,0.0000271,0.0000344,0.0000344,0.0000389,0.0000377,0.0000439,0.0000456,0.0000475,0.0000489,0.0000526,0.0000580,0.0000632,0.0000661,0.0000736,0.0000517,0.0000579,0.0000682,0.0000724,0.0000884,0.0000962,0.0000890,0.0005039,0.0001352,0.0000890,0.0000927,0.0000968,0.0001016,0.0001244,0.0001068,0.0003162,0.0001806,0.0001854,0.0001911,0.0001872,0.0002064,0.0002070,0.0001499,0.0001562,0.0001629,0.0002019,0.0002496,0.0002019,0.0001998,0.0001909,0.0001966,0.0002296,0.0003651,0.0003756,0.0003120,0.0002846,0.0002417,0.0002759,0.0002565,0.0003123,0.0002898,0.0002788,0.0002995,0.0005517,0.0003745,0.0003066,0.0003127,0.0004493,0.0003502,0.0003374,0.0006711,0.0006056,0.0006141,0.0003707,0.0004011,0.0004736,0.0004111,0.0004041,0.0004628,0.0004438,0.0004524,0.0004374,0.0004661,0.0004802,0.0010195,0.0005234,0.0004876,0.0006334,0.0009539,
Caso 24,0.0000003,0.0000009,0.0000013,0.0000020,0.0000029,0.0000039,0.0000051,0.0000066,0.0000084,0.0000091,0.0000109,0.0000132,0.0000157,0.0000199,0.0000199,0.0000192,0.0000154,0.0000175,0.0000239,0.0000212,0.0000232,0.0000252,0.0000276,0.0000302,0.0000413,0.0000418,0.0000471,0.0000413,0.0000548,0.0000455,0.0000815,0.0000855,0.0000934,0.0000953,0.0000994,0.0001056,0.0001253,0.0000740,0.0000751,0.0000788,0.0000834,0.0001371,0.0001123,0.0001236,0.0001184,0.0001245,0.0001114,0.0001144,0.0001179,0.0001239,0.0001289,0.0002088,0.0002203,0.0002343,0.0002362,0.0002435,0.0002602,0.0002823,0.0002494,0.0001852,0.0001759,0.0002599,0.0001926,0.0002208,0.0002068,0.0002209,0.0002149,0.0002202,0.0002241,0.0002755,0.0003095,0.0002488,0.0002575,0.0002563,0.0003150,0.0002678,0.0002727,0.0003923,0.0003278,0.0002955,0.0003030,0.0003767,0.0003238,0.0003278,0.0003535,0.0003457,0.0003574,0.0003622,0.0007637,0.0003904,0.0004010,0.0004646,0.0004517,0.0006625,0.0004211,0.0007026,0.0005815,0.0005623,0.0008319,0.0004678,
Caso 25,0.0000003,0.0000005,0.0000008,0.0000012,0.0000018,0.0000022,0.0000028,0.0000035,0.0000047,0.0000058,0.0000062,0.0000093,0.0000082,0.0000125,0.0000110,0.0000173,0.0000203,0.0000159,0.0000179,0.0000198,0.0000214,0.0000236,0.0000326,0.0000280,0.0000296,0.0000309,0.0000334,0.0000352,0.0000374,0.0000536,0.0000444,0.0000475,0.0000512,0.0000694,0.0000583,0.0000626,0.0000664,0.0000704,0.0000735,0.0000777,0.0000820,0.0000858,0.0000904,0.0001166,0.0001541,0.0001586,0.0001166,0.0001936,0.0002154,0.0001244,0.0001294,0.0001508,0.0001454,0.0001494,0.0001561,0.0001726,0.0001670,0.0001668,0.0001737,0.0001801,0.0002715,0.0001907,0.0001966,0.0002030,0.0002091,0.0002572,0.0002212,0.0002271,0.0002331,0.0003955,0.0004227,0.0002550,0.0002803,0.0002825,0.0002747,0.0002837,0.0005763,0.0002998,0.0003073,0.0003180,0.0005115,0.0004359,0.0003545,0.0003455,0.0003502,0.0003592,0.0003697,0.0003746,0.0005381,0.0005056,0.0004178,0.0004396,0.0004192,0.0004272,0.0004515,0.0004412,0.0004484,0.0004680,0.0007854,0.0004822,
Caso 26,0.0000003,0.0000005,0.0000012,0.0000019,0.0000026,0.0000033,0.0000029,0.0000054,0.0000062,0.0000081,0.0000069,0.0000120,0.0000217,0.0000161,0.0000212,0.0000143,0.0000248,0.0000301,0.0000277,0.0000323,0.0000340,0.0000390,0.0000669,0.0000554,0.0000556,0.0000380,0.0000375,0.0000499,0.0000427,0.0000447,0.0002429,0.0000515,0.0001059,0.0000902,0.0000617,0.0000811,0.0000838,0.0001033,0.0001150,0.0001348,0.0000863,0.0001064,0.0000937,0.0001948,0.0001045,0.0001058,0.0001200,0.0001379,0.0001171,0.0001730,0.0001420,0.0001324,0.0001876,0.0001484,0.0001490,0.0001536,0.0001625,0.0001632,0.0002382,0.0002064,0.0001774,0.0001826,0.0001889,0.0002203,0.0002063,0.0002108,0.0002159,0.0002248,0.0002373,0.0002301,0.0002815,0.0002420,0.0002485,0.0002562,0.0002633,0.0002711,0.0002763,0.0002851,0.0002923,0.0003108,0.0003154,0.0003792,0.0003262,0.0003820,0.0004563,0.0004829,0.0003839,0.0003636,0.0006568,0.0004545,0.0006936,0.0004586,0.0006540,0.0007440,0.0006723,0.0008232,0.0009268,0.0006366,0.0008101,0.0005771,
Caso 27,0.0000004,0.0000006,0.0000011,0.0000018,0.0000027,0.0000036,0.0000039,0.0000046,0.0000100,0.0000068,0.0000127,0.0000121,0.0000144,0.0000191,0.0000151,0.0000203,0.0000188,0.0000209,0.0000291,0.0000261,0.0000314,0.0000296,0.0000292,0.0000318,0.0000395,0.0000367,0.0000391,0.0000417,0.0000455,0.0000464,0.0000511,0.0000543,0.0000700,0.0000747,0.0000683,0.0000974,0.0000783,0.0002902,0.0001057,0.0001198,0.0001221,0.0001615,0.0001567,0.0000991,0.0001973,0.0001827,0.0001829,0.0001146,0.0001258,0.0001254,0.0001293,0.0001534,0.0001441,0.0001459,0.0001512,0.0001629,0.0001659,0.0002021,0.0001755,0.0001776,0.0001865,0.0002063,0.0002873,0.0003878,0.0002490,0.0002154,0.0002489,0.0002288,0.0002766,0.0003413,0.0002444,0.0002507,0.0002853,0.0002723,0.0003693,0.0003375,0.0003512,0.0003143,0.0004616,0.0003053,0.0003377,0.0003642,0.0006006,0.0004966,0.0003475,0.0003654,0.0003915,0.0006637,0.0004029,0.0004438,0.0004101,0.0004412,0.0004538,0.0004332,0.0004344,0.0007980,0.0007634,0.0006249,0.0004934,0.0005046,
Caso 28,0.0000003,0.0000008,0.0000010,0.0000011,0.0000017,0.0000025,0.0000031,0.0000040,0.0000066,0.0000060,0.0000098,0.0000107,0.0000147,0.0000113,0.0000134,0.0000148,0.0000160,0.0000172,0.0000253,0.0000209,0.0000290,0.0000247,0.0000266,0.0000356,0.0000302,0.0000329,0.0000479,0.0000463,0.0000572,0.0000564,0.0000511,0.0000652,0.0000683,0.0000712,0.0000619,0.0000629,0.0001159,0.0000685,0.0000726,0.0000825,0.0000934,0.0000847,0.0000985,0.0000911,0.0000965,0.0001128,0.0001043,0.0001087,0.0001359,0.0001421,0.0001239,0.0001267,0.0001329,0.0001391,0.0002328,0.0001775,0.0001722,0.0001917,0.0001681,0.0002856,0.0002905,0.0001830,0.0003157,0.0003234,0.0003245,0.0002363,0.0002108,0.0002172,0.0002233,0.0002303,0.0002526,0.0002427,0.0002566,0.0002596,0.0003125,0.0002727,0.0002786,0.0004549,0.0003851,0.0003717,0.0005629,0.0006785,0.0005532,0.0005662,0.0003597,0.0003545,0.0003643,0.0003734,0.0003801,0.0003886,0.0003972,0.0006435,0.0004142,0.0004515,0.0005021,0.0006683,0.0004793,0.0004576,0.0005029,0.0005421,
Caso 29,0.0000003,0.0000005,0.0000008,0.0000011,0.0000018,0.0000024,0.0000028,0.0000047,0.0000056,0.0000072,0.0000084,0.0000095,0.0000090,0.0000128,0.0000118,0.0000134,0.0000151,0.0000161,0.0000178,0.0000243,0.0000212,0.0000234,0.0000259,0.0000359,0.0000318,0.0000359,0.0000366,0.0000488,0.0000426,0.0000441,0.0000471,0.0000497,0.0000536,0.0000556,0.0000734,0.0000673,0.0001519,0.0000775,0.0001038,0.0000930,0.0000830,0.0000891,0.0001110,0.0001599,0.0001017,0.0001038,0.0001082,0.0001123,0.0001170,0.0001255,0.0001270,0.0001338,0.0001401,0.0001395,0.0001453,0.0001497,0.0002539,0.0002661,0.0001666,0.0001700,0.0001759,0.0001817,0.0002298,0.0002313,0.0002233,0.0002549,0.0002192,0.0003890,0.0003500,0.0004997,0.0003221,0.0004031,0.0004201,0.0004391,0.0002664,0.0002703,0.0003330,0.0002873,0.0003343,0.0003005,0.0003096,0.0003283,0.0003207,0.0005462,0.0003812,0.0003477,0.0003565,0.0003619,0.0005137,0.0003921,0.0003966,0.0003935,0.0004633,0.0007464,0.0006914,0.0007209,0.0007435,0.0007618,0.0005303,0.0007956,
Caso 30,0.0000003,0.0000006,0.0000007,0.0000012,0.0000018,0.0000023,0.0000040,0.0000052,0.0000065,0.0000079,0.0000118,0.0000128,0.0000152,0.0000181,0.0000391,0.0000144,0.0000159,0.0000292,0.0000313,0.0000329,0.0000351,0.0000386,0.0000525,0.0000481,0.0000992,0.0001060,0.0001181,0.0001118,0.0001307,0.0001337,0.0000745,0.0001629,0.0001763,0.0001773,0.0001856,0.0002101,0.0002132,0.0001729,0.0001822,0.0001380,0.0001224,0.0001506,0.0001608,0.0001607,0.0001676,0.0001561,0.0001557,0.0001584,0.0001742,0.0001799,0.0001891,0.0001931,0.0002088,0.0002148,0.0002209,0.0002284,0.0002451,0.0002439,0.0002773,0.0002830,0.0002645,0.0003118,0.0002883,0.0002947,0.0003069,0.0003321,0.0003160,0.0003295,0.0003386,0.0003509,0.0003708,0.0003696,0.0006175,0.0003847,0.0004055,0.0004136,0.0004145,0.0004342,0.0004496,0.0004537,0.0005084,0.0004890,0.0005005,0.0004950,0.0003623,0.0003445,0.0003523,0.0003584,0.0003995,0.0006108,0.0005895,0.0006184,0.0006250,0.0006400,0.0004800,0.0004639,0.0004388,0.0005279,0.0007758,0.0004749,
Caso 31,0.0000004,0.0000008,0.0000012,0.0000020,0.0000031,0.0000038,0.0000054,0.0000073,0.0000072,0.0000096,0.0000110,0.0000127,0.0000156,0.0000164,0.0000182,0.0000208,0.0000241,0.0000272,0.0000299,0.0000283,0.0000248,0.0000258,0.0000279,0.0000302,0.0000331,0.0000350,0.0000375,0.0000401,0.0000424,0.0000455,0.0000607,0.0000533,0.0000559,0.0000593,0.0000769,0.0000812,0.0000859,0.0000731,0.0000771,0.0000832,0.0000831,0.0000877,0.0000927,0.0000957,0.0001004,0.0001052,0.0001111,0.0001154,0.0001211,0.0001532,0.0001327,0.0001459,0.0001392,0.0001447,0.0001777,0.0001533,0.0001590,0.0003279,0.0002839,0.0002961,0.0002994,0.0001857,0.0003274,0.0003242,0.0004390,0.0003775,0.0005565,0.0006430,0.0006275,0.0003877,0.0003290,0.0002870,0.0003977,0.0004238,0.0002753,0.0002952,0.0003215,0.0002966,0.0005422,0.0005640,0.0006503,0.0004604,0.0005563,0.0003589,0.0004648,0.0003751,0.0005516,0.0005801,0.0003950,0.0005203,0.0005153,0.0004989,0.0004176,0.0007165,0.0004441,0.0004668,0.0004627,0.0012418,0.0004906,0.0004865,
Caso 32,0.0000003,0.0000005,0.0000009,0.0000011,0.0000019,0.0000022,0.0000030,0.0000039,0.0000056,0.0000058,0.0000065,0.0000099,0.0000091,0.0000127,0.0000151,0.0000294,0.0000155,0.0000219,0.0000192,0.0000210,0.0000233,0.0000257,0.0000276,0.0000418,0.0000511,0.0000522,0.0000586,0.0000626,0.0000515,0.0000455,0.0000469,0.0000630,0.0000621,0.0000712,0.0000748,0.0000680,0.0000790,0.0001029,0.0001285,0.0001348,0.0001179,0.0001180,0.0001671,0.0001480,0.0001508,0.0001756,0.0001562,0.0001643,0.0001945,0.0002086,0.0002127,0.0002163,0.0002256,0.0002347,0.0002392,0.0002466,0.0002584,0.0002417,0.0001803,0.0001770,0.0002741,0.0002281,0.0003465,0.0002035,0.0002120,0.0002614,0.0002219,0.0002220,0.0003941,0.0004088,0.0004052,0.0004604,0.0002797,0.0004297,0.0002699,0.0002789,0.0002901,0.0004328,0.0004305,0.0003048,0.0003130,0.0003214,0.0003304,0.0003506,0.0003430,0.0003787,0.0005716,0.0005774,0.0006235,0.0005688,0.0006523,0.0006041,0.0006987,0.0006576,0.0007222,0.0004877,0.0004468,0.0004685,0.0004651,0.0004758,
Caso 33,0.0000002,0.0000006,0.0000007,0.0000014,0.0000020,0.0000023,0.0000028,0.0000039,0.0000050,0.0000060,0.0000065,0.0000104,0.0000123,0.0000109,0.0000122,0.0000163,0.0000189,0.0000309,0.0000284,0.0000617,0.0001016,0.0000357,0.0000534,0.0000472,0.0000379,0.0000408,0.0000964,0.0000817,0.0000760,0.0000795,0.0001596,0.0000525,0.0000780,0.0000897,0.0000895,0.0000983,0.0001044,0.0000706,0.0000740,0.0001203,0.0001284,0.0001356,0.0001384,0.0000950,0.0001560,0.0001612,0.0001083,0.0001743,0.0001858,0.0001212,0.0001264,0.0001939,0.0001375,0.0002245,0.0002319,0.0002422,0.0002682,0.0002752,0.0002841,0.0002971,0.0003148,0.0003180,0.0003318,0.0003423,0.0003328,0.0003411,0.0002181,0.0003431,0.0004005,0.0003485,0.0003766,0.0004926,0.0004454,0.0003236,0.0004368,0.0003403,0.0002911,0.0005030,0.0004221,0.0004671,0.0003176,0.0003243,0.0003324,0.0004060,0.0003501,0.0003549,0.0003633,0.0003722,0.0004521,0.0004036,0.0006131,0.0006228,0.0006755,0.0006605,0.0007462,0.0007526,0.0007751,0.0007907,0.0004970,0.0011713,
Caso 34,0.0000003,0.0000006,0.0000009,0.0000013,0.0000019,0.0000026,0.0000039,0.0000038,0.0000047,0.0000076,0.0000069,0.0000078,0.0000094,0.0000102,0.0000116,0.0000140,0.0000140,0.0000156,0.0000182,0.0000252,0.0000222,0.0000246,0.0000340,0.0000365,0.0000427,0.0000446,0.0000628,0.0000387,0.0000453,0.0000455,0.0000489,0.0000520,0.0000577,0.0000584,0.0000618,0.0000668,0.0000723,0.0000913,0.0000779,0.0000808,0.0000923,0.0000900,0.0001012,0.0000971,0.0001018,0.0001199,0.0001094,0.0001136,0.0001207,0.0001228,0.0001281,0.0002370,0.0002041,0.0002217,0.0001957,0.0001551,0.0001819,0.0001696,0.0001698,0.0001859,0.0002122,0.0002129,0.0001931,0.0001997,0.0002060,0.0004250,0.0003706,0.0004275,0.0004389,0.0002845,0.0002509,0.0003023,0.0002675,0.0003305,0.0002789,0.0003064,0.0003118,0.0003016,0.0003574,0.0004455,0.0006012,0.0003644,0.0004136,0.0004767,0.0005209,0.0003895,0.0003869,0.0006482,0.0006620,0.0004655,0.0007080,0.0004374,0.0004345,0.0005248,0.0004377,0.0004411,0.0009132,0.0005678,0.0004695,0.0004818,
Caso 35,0.0000005,0.0000010,0.0000013,0.0000018,0.0000034,0.0000031,0.0000031,0.0000040,0.0000071,0.0000058,0.0000114,0.0000102,0.0000096,0.0000108,0.0000124,0.0000133,0.0000146,0.0000160,0.0000183,0.0000209,0.0000283,0.0000246,0.0000461,0.0000304,0.0000329,0.0000327,0.0000354,0.0000427,0.0000394,0.0000440,0.0000456,0.0000640,0.0000671,0.0000567,0.0000614,0.0000885,0.0000660,0.0000707,0.0000975,0.0000805,0.0000819,0.0000929,0.0000932,0.0000963,0.0001002,0.0001102,0.0001165,0.0001353,0.0001158,0.0001202,0.0001247,0.0001432,0.0001347,0.0001404,0.0001465,0.0001514,0.0001622,0.0001610,0.0001661,0.0001665,0.0001850,0.0001783,0.0001818,0.0002265,0.0001952,0.0003148,0.0003160,0.0003737,0.0004108,0.0003269,0.0002418,0.0002477,0.0003512,0.0003586,0.0005181,0.0004130,0.0004238,0.0004777,0.0004882,0.0004755,0.0004147,0.0005245,0.0005716,0.0005932,0.0006699,0.0006790,0.0006540,0.0008948,0.0004545,0.0006280,0.0004191,0.0003984,0.0004695,0.0004620,0.0004545,0.0005743,0.0004617,0.0004941,0.0004600,0.0004719,
Caso 36,0.0000003,0.0000006,0.0000008,0.0000013,0.0000018,0.0000021,0.0000028,0.0000034,0.0000045,0.0000054,0.0000066,0.0000078,0.0000117,0.0000105,0.0000116,0.0000173,0.0000154,0.0000172,0.0000192,0.0000221,0.0000289,0.0000433,0.0000594,0.0000859,0.0000467,0.0000513,0.0000407,0.0000616,0.0000679,0.0000778,0.0000911,0.0001358,0.0001344,0.0000595,0.0000791,0.0000824,0.0000691,0.0000736,0.0000779,0.0001174,0.0001052,0.0000935,0.0000943,0.0001987,0.0001077,0.0001204,0.0001504,0.0001314,0.0002539,0.0002637,0.0002340,0.0001685,0.0001741,0.0001489,0.0001529,0.0001597,0.0001641,0.0001686,0.0001740,0.0001819,0.0001929,0.0002178,0.0001985,0.0002545,0.0002568,0.0002250,0.0002521,0.0002792,0.0003221,0.0004141,0.0004840,0.0003111,0.0002554,0.0002591,0.0002741,0.0007428,0.0009029,0.0004429,0.0006492,0.0005229,0.0005485,0.0004130,0.0003387,0.0003469,0.0004130,0.0003959,0.0003715,0.0003758,0.0003832,0.0003908,0.0008065,0.0005043,0.0009055,0.0008539,0.0005450,0.0005216,0.0004581,0.0005282,0.0004789,0.0008324,
Caso 37,0.0000004,0.0000005,0.0000009,0.0000016,0.0000019,0.0000024,0.0000032,0.0000039,0.0000046,0.0000057,0.0000088,0.0000079,0.0000094,0.0000107,0.0000119,0.0000136,0.0000157,0.0000220,0.0000195,0.0000223,0.0000240,0.0000264,0.0000273,0.0000493,0.0000430,0.0000442,0.0000358,0.0000532,0.0000545,0.0000439,0.0000475,0.0000496,0.0000544,0.0000572,0.0000879,0.0000674,0.0000661,0.0001107,0.0000750,0.0000794,0.0001104,0.0000878,0.0000897,0.0001134,0.0001051,0.0001034,0.0001073,0.0001128,0.0001168,0.0001534,0.0001264,0.0001598,0.0002153,0.0002228,0.0001610,0.0001832,0.0001569,0.0003712,0.0002804,0.0001715,0.0001783,0.0002014,0.0001874,0.0003479,0.0003390,0.0002072,0.0002153,0.0003130,0.0003123,0.0002798,0.0002425,0.0002574,0.0002895,0.0002629,0.0003566,0.0002806,0.0002888,0.0002958,0.0003300,0.0003090,0.0003364,0.0004179,0.0004790,0.0004238,0.0003845,0.0007069,0.0006325,0.0004720,0.0004098,0.0004841,0.0004800,0.0004271,0.0004398,0.0006412,0.0004433,0.0005296,0.0004617,0.0004692,0.0004796,0.0005676,
Caso 38,0.0000003,0.0000006,0.0000010,0.0000013,0.0000021,0.0000026,0.0000033,0.0000041,0.0000050,0.0000059,0.0000068,0.0000078,0.0000089,0.0000102,0.0000113,0.0000159,0.0000148,0.0000163,0.0000182,0.0000199,0.0000278,0.0000243,0.0000322,0.0000284,0.0000320,0.0000350,0.0000379,0.0000406,0.0000434,0.0000634,0.0000837,0.0000776,0.0000760,0.0000882,0.0001102,0.0000959,0.0000914,0.0000986,0.0000844,0.0000883,0.0000921,0.0000850,0.0001061,0.0000924,0.0000996,0.0001127,0.0001137,0.0002259,0.0002348,0.0001918,0.0002089,0.0001600,0.0001368,0.0001691,0.0001454,0.0003009,0.0002803,0.0003594,0.0003159,0.0003072,0.0002165,0.0002673,0.0001885,0.0002145,0.0002017,0.0002183,0.0002157,0.0002354,0.0002302,0.0002358,0.0002353,0.0002800,0.0002553,0.0005164,0.0003650,0.0002816,0.0003603,0.0004862,0.0005166,0.0003521,0.0004880,0.0003231,0.0003765,0.0003468,0.0006041,0.0003555,0.0003717,0.0005695,0.0006154,0.0006276,0.0005714,0.0004029,0.0004093,0.0004180,0.0005394,0.0007437,0.0004480,0.0007344,0.0004980,0.0004749,
Caso 39,0.0000002,0.0000005,0.0000009,0.0000012,0.0000019,0.0000023,0.0000029,0.0000035,0.0000046,0.0000057,0.0000066,0.0000093,0.0000090,0.0000108,0.0000119,0.0000142,0.0000157,0.0000194,0.0000194,0.0000213,0.0000235,0.0000263,0.0000441,0.0000519,0.0000569,0.0000615,0.0000655,0.0000691,0.0000736,0.0000779,0.0000839,0.0000889,0.0000961,0.0001033,0.0001099,0.0000938,0.0000911,0.0001347,0.0001360,0.0001429,0.0001559,0.0001125,0.0001013,0.0001059,0.0001253,0.0001311,0.0001274,0.0001218,0.0001511,0.0001327,0.0001366,0.0001423,0.0001494,0.0001542,0.0001881,0.0001639,0.0001687,0.0001817,0.0001821,0.0002126,0.0002174,0.0001908,0.0001979,0.0002467,0.0002096,0.0004262,0.0002769,0.0002364,0.0002892,0.0002498,0.0003523,0.0002626,0.0004321,0.0003308,0.0002813,0.0002891,0.0002951,0.0003894,0.0003187,0.0003395,0.0003368,0.0003431,0.0004070,0.0003702,0.0003796,0.0003640,0.0004323,0.0003779,0.0003877,0.0003967,0.0004049,0.0005109,0.0004663,0.0004326,0.0007469,0.0007611,0.0007703,0.0004683,0.0004930,0.0005446,
Caso 40,0.0000003,0.0000006,0.0000011,0.0000013,0.0000024,0.0000058,0.0000065,0.0000067,0.0000067,0.0000081,0.0000122,0.0000117,0.0000133,0.0000157,0.0000255,0.0000170,0.0000191,0.0000210,0.0000238,0.0000259,0.0000289,0.0000308,0.0000280,0.0000308,0.0000420,0.0000571,0.0000635,0.0000683,0.0000490,0.0000449,0.0000481,0.0000648,0.0000547,0.0000719,0.0000640,0.0000652,0.0000711,0.0000722,0.0001088,0.0000804,0.0001307,0.0001168,0.0000938,0.0000974,0.0001285,0.0001306,0.0001136,0.0001439,0.0001413,0.0001213,0.0002128,0.0001314,0.0001598,0.0001467,0.0002801,0.0001530,0.0001716,0.0002847,0.0002719,0.0002851,0.0001830,0.0002336,0.0001967,0.0002025,0.0002395,0.0002153,0.0002461,0.0002409,0.0002331,0.0003129,0.0002472,0.0002546,0.0002801,0.0003208,0.0003425,0.0002906,0.0003092,0.0003750,0.0003045,0.0003678,0.0003118,0.0003737,0.0003418,0.0005148,0.0007864,0.0005691,0.0006286,0.0006472,0.0003991,0.0005629,0.0004500,0.0004205,0.0004257,0.0004299,0.0006718,0.0004926,0.0005185,0.0005058,0.0005586,0.0011343,
Caso 41,0.0000005,0.0000011,0.0000016,0.0000021,0.0000031,0.0000038,0.0000049,0.0000069,0.0000085,0.0000061,0.0000069,0.0000107,0.0000128,0.0000113,0.0000129,0.0000181,0.0000161,0.0000177,0.0000256,0.0000204,0.0000295,0.0000249,0.0000273,0.0000295,0.0000410,0.0000447,0.0000387,0.0000411,0.0000433,0.0000652,0.0000494,0.0000657,0.0000569,0.0000593,0.0000630,0.0000661,0.0000693,0.0001168,0.0000919,0.0001236,0.0001316,0.0002340,0.0000931,0.0001169,0.0001214,0.0001043,0.0001095,0.0001740,0.0001593,0.0001424,0.0001448,0.0002084,0.0002019,0.0002393,0.0002471,0.0002611,0.0002643,0.0002759,0.0002878,0.0002962,0.0002236,0.0001920,0.0001945,0.0002156,0.0002623,0.0002453,0.0002299,0.0002652,0.0002413,0.0002501,0.0002996,0.0002760,0.0003272,0.0003273,0.0002844,0.0002908,0.0003199,0.0003073,0.0003163,0.0003245,0.0003344,0.0003916,0.0003806,0.0003709,0.0003903,0.0003963,0.0004083,0.0004054,0.0005097,0.0004728,0.0006536,0.0008943,0.0007126,0.0004386,0.0005379,0.0005450,0.0005856,0.0008448,0.0004967,0.0006528,
